idx,type,value
35964,GPE,台灣
35965,ORG,CUNY
35966,GPE,台灣
35967,GPE,台灣
35968,ORG,共產黨
35969,GPE,中國
35970,GPE,台灣
35971,GPE,中國
35972,LOC,東北
35973,DATE,一個月
35974,TIME,4小
35975,DATE,去年八月
35976,CARDINAL,1
35977,CARDINAL,三萬
35978,NORP,中國人
35979,NORP,台灣人
35980,NORP,台灣人
35981,DATE,兩年
35982,CARDINAL,650 2B1B
35983,GPE,費城
35984,DATE,2年
35985,TIME,一個多小時
35986,CARDINAL,3
35987,DATE,10小時
35988,PERSON,B8 哈哈 
35989,DATE,一個禮拜
35990,TIME,3個小時
35991,PERSON,B173 
35992,DATE,今天
35993,ORG,DB
35994,NORP,德國人
35995,GPE,台灣
35996,GPE,中華人民共和國
35997,GPE,台灣
35998,GPE,中華民國
35999,GPE,中華民國
36000,NORP,台灣人
36001,LANGUAGE,德文
36002,LANGUAGE,英文
36003,GPE,英國
36004,GPE,澳洲
36005,GPE,台灣海拔
36006,CARDINAL,一
36007,ORG,義守
36008,ORG,華科
36009,DATE,上學期
36010,PERSON,Guo
36011,NORP,中華民國人
36012,NORP,中國人
36013,PERSON,B14
36014,FAC,319
36015,GPE,台灣
36016,GPE,大陸
36017,ORG,華科
36018,CARDINAL,一
36019,NORP,德國人
36020,NORP,臺灣
36021,GPE,墨爾本
36022,ORG,臺灣學生會
36023,TIME,晚上
36024,GPE,大陸
36025,PRODUCT,B10
36026,LANGUAGE,英文
36027,GPE,德國
36028,PERSON,Mainz
36029,ORG,Uni Heidelberg
36030,ORG,TUM
36031,ORG,Uni Mainz
36032,GPE,港
36033,NORP,大陸
36034,GPE,澳
36035,NORP,台商
36036,GPE,港
36037,GPE,台
36038,TIME,十一點
36039,TIME,十二點
36040,MONEY,$150
36041,GPE,加拿大
36042,ORG,WH
36043,MONEY, $1000
36044,MONEY,$1000
36045,GPE,奧本
36046,GPE,奧本
36047,CARDINAL,100多
36048,ORG,塞斯納
36049,TIME,30-40小時
36050,CARDINAL,5000
36051,PERSON,B2 
36052,NORP,大陸
36053,GPE,台灣
36054,GPE,中華民國
36055,GPE,中國
36056,FAC,42街
36057,DATE,今天
36058,PERSON,B8 
36059,PERSON,B1 
36060,GPE,法國
36061,CARDINAL,四
36062,CARDINAL,三
36063,GPE,澳洲
36064,CARDINAL,100
36065,CARDINAL,一
36066,NORP,中國人
36067,CARDINAL,90
36068,PRODUCT,B10
36069,DATE,一個月
36070,CARDINAL,三萬
36071,PERSON,B2 
36072,TIME,80小時
36073,PERSON,B13 
36074,GPE,中國
36075,GPE,中華民國
36076,GPE,委內瑞拉
36077,GPE,中國
36078,DATE,一年
36079,GPE,加拿大
36080,PERSON,B17 
36081,MONEY,15
36082,MONEY,1000台幣
36083,GPE,台灣
36084,LANGUAGE,中文
36085,NORP,中國人
36086,CARDINAL,4/15
36087,CARDINAL,3/21
36088,CARDINAL,兩
36089,NORP,中國人
36090,PERSON,B15 三國演義
36091,CARDINAL,10萬
36092,PERSON,B6 
36093,TIME,一小時
36094,CARDINAL,三四
36095,TIME,兩小時
36096,NORP,印度人
36097,GPE,墨爾本
36098,CARDINAL,兩
36099,GPE,Clayton
36100,TIME,三小時
36101,ORG,monash
36102,NORP,中國人
36103,GPE,全澳
36104,ORG,city
36105,ORDINAL,第二
36106,NORP,中國人
36107,CARDINAL,一
36108,GPE,Clayton
36109,CARDINAL,四
36110,ORDINAL,第二
36111,CARDINAL,兩
36112,ORG,翻譯系
36113,CARDINAL,兩
36114,CARDINAL,兩
36115,GPE,美國
36116,PERSON,雅思
36117,WORK_OF_ART,google
36118,GPE,美國
36119,GPE,加拿大
36120,ORG,BMCC
36121,GPE,中台
36122,GPE,台灣
36123,GPE,台灣
36124,NORP,美國人
36125,GPE,台灣
36126,LANGUAGE,廣東話
36127,LANGUAGE,廣東話
36128,PERSON,B108 
36129,NORP,廣東人
36130,PRODUCT,B20
36131,ORG,Hunter 
36132,PERSON,B21 
36133,ORG,BMCC
36134,GPE,德國
36135,MONEY,1000
36136,FAC,玉山銀行
36137,GPE,倫敦省
36138,LOC,南美洲
36139,GPE,澳洲
36140,GPE,德國
36141,GPE,德國
36142,GPE,德國
36143,LANGUAGE,英文
36144,GPE,台灣
36145,GPE,德國
36146,DATE,一兩年
36147,CARDINAL,2.3
36148,LOC,歐洲
36149,GPE,德國
36150,GPE,德國
36151,LANGUAGE,英文
36152,DATE,這兩年
36153,GPE,德國
36154,CARDINAL,100
36155,GPE,德國
36156,CARDINAL,300
36157,GPE,台灣
36158,MONEY,15美金
36159,MONEY,450台幣
36160,GPE,日本
36161,LOC,玉山
36162,GPE,格拉斯哥
36163,GPE,格拉斯哥
36164,CARDINAL,兩
36165,CARDINAL,11
36166,GPE,德國
36167,PRODUCT,QQ
36168,ORG,華科
36169,DATE,上學期
36170,GPE,菲律賓
36171,GPE,美國
36172,GPE,菲律賓
36173,DATE,兩個月
36174,LANGUAGE,英文
36175,ORG,托福
36176,LANGUAGE,英文
36177,GPE,加州
36178,GPE,台灣
36179,ORG,Berkeley法律系
36180,ORDINAL,第一
36181,ORG,Berkeley
36182,CARDINAL,一
36183,DATE,二期間
36184,PRODUCT,ＱＱ
36185,CARDINAL,一
36186,CARDINAL,一
36187,ORG,台大
36188,LANGUAGE,英文
36189,CARDINAL,20-30
36190,CARDINAL,60-80
36191,ORG,台灣大學
36192,DATE,明年
36193,GPE,台灣
36194,NORP,美國人
36195,GPE,台灣
36196,GPE,美國
36197,GPE,美國
36198,DATE,三年
36199,DATE,21歲
36200,ORG,台大
36201,CARDINAL,6.7
36202,CARDINAL,11
36203,DATE,18歲
36204,PERSON,B24 
36205,GPE,加拿大
36206,GPE,加拿大
36207,ORDINAL,第一
36208,PERCENT,99%
36209,PERSON,B1 
36210,PERSON,B1 
36211,GPE,台灣
36212,ORG,泰國蘭實大學
36213,FAC,都柏林理工大學
36214,GPE,台灣
36215,DATE,3/29
36216,GPE,歐
36217,DATE,4號
36218,GPE,美
36219,TIME,18:30
36220,GPE,菲律賓
36221,CARDINAL,五
36222,CARDINAL,四
36223,TIME,五）19:00-20:30
36224,GPE,菲律賓
36225,FAC,捷運松江南京站
36226,TIME,1分鐘
36227,DATE,今年
36228,PRODUCT,B24
36229,GPE,西雅圖
36230,GPE,台灣
36231,DATE,18歲
36232,FAC,167
36233,GPE,杜倫
36234,GPE,溫哥華
36235,LANGUAGE,英文
36236,GPE,多倫多
36237,GPE,加拿大
36238,GPE,加拿大
36239,GPE,Quebec
36240,GPE,加拿大
36241,GPE,加拿大
36242,GPE,西雅圖
36243,GPE,多倫多
36244,GPE,溫哥華
36245,NORP,華人
36246,GPE,溫哥華
36247,GPE,尼加拉瓜
36248,GPE,紐約波士頓華盛頓
36249,DATE,夏天
36250,ORG,台大理工科
36251,LANGUAGE,英文
36252,LANGUAGE,英文
36253,GPE,台灣
36254,LANGUAGE,英文
36255,LANGUAGE,英文
36256,GPE,德國
36257,GPE,德國
36258,DATE,18個月
36259,LOC,歐洲
36260,LANGUAGE,英文
36261,LANGUAGE,英文
36262,LOC,歐洲
36263,ORG,歐洲聯盟
36264,CARDINAL,2~3
36265,LANGUAGE,英文
36266,GPE,德國
36267,GPE,德國
36268,ORDINAL,第一
36269,ORDINAL,第三
36270,LOC,歐洲
36271,LOC,歐洲
36272,GPE,台灣
36273,GPE,德國
36274,ORG,Erasmus
36275,CARDINAL,一
36276,LOC,歐洲
36277,ORG,歐洲聯盟
36278,ORG,臺大
36279,CARDINAL,一
36280,LANGUAGE,英文
36281,PRODUCT,B14
36282,LANGUAGE,英文
36283,GPE,泰國
36284,ORDINAL,第三
36285,LANGUAGE,英文
36286,PERSON,B14
36287,PERSON,B10 
36288,GPE,泰國
36289,GPE,台灣
36290,NORP,澳洲
36291,DATE,今年
36292,ORG,清大交大
36293,LOC,歐洲
36294,LANGUAGE,英文
36295,ORG,師大
36296,PERSON,李
36297,GPE,台灣
36298,CARDINAL,183
36299,NORP,美國
36300,NORP,亞洲
36301,DATE,2019/03/11
36302,DATE,3/21
36303,NORP,英國人
36304,CARDINAL,11
36305,CARDINAL,+1
36306,GPE,雪梨
36307,CARDINAL,一
36308,GPE,雪梨
36309,DATE,6月底
36310,GPE,雪梨
36311,GPE,美國
36312,DATE,兩年
36313,MONEY,一萬多美金
36314,GPE,新加坡
36315,GPE,美國
36316,GPE,德國
36317,GPE,德國
36318,LANGUAGE,英文
36319,GPE,德國
36320,GPE,中國
36321,GPE,中華民國
36322,PERSON,蔡英文
36323,CARDINAL,兩
36324,CARDINAL,一
36325,GPE,香港
36326,GPE,大陸
36327,ORDINAL,1
36328,ORG,NUS
36329,GPE,新加坡
36330,GPE,阿德雷德
36331,DATE,四月底
36332,ORG,B8 
36333,ORDINAL,第二
36334,ORDINAL,第一
36335,DATE,一年
36336,DATE,一年
36337,GPE,美國
36338,GPE,英國
36339,DATE,3年
36340,CARDINAL,三
36341,GPE,加拿大
36342,CARDINAL,11
36343,GPE,加拿大
36344,GPE,多倫多
36345,DATE,一年後
36346,GPE,台灣
36347,GPE,加拿大
36348,ORG,教育部
36349,ORG,WOORI 
36350,DATE,2年以上
36351,CARDINAL,兩
36352,CARDINAL,一
36353,CARDINAL,750
36354,LANGUAGE,英文
36355,LANGUAGE,英文
36356,GPE,菲律賓
36357,TIME,晚上
36358,CARDINAL,兩
36359,CARDINAL,一
36360,GPE,新加坡
36361,GPE,新加坡
36362,NORP,加拿大
36363,GPE,台灣
36364,DATE,一天
36365,GPE,維多利亞
36366,GPE,加拿大
36367,GPE,加拿大
36368,GPE,加拿大
36369,CARDINAL,之一
36370,CARDINAL,200
36371,CARDINAL,600
36372,CARDINAL,4000
36373,GPE,德國
36374,GPE,德國
36375,GPE,Phd
36376,PERCENT,47%
36377,DATE,3.5~6年
36378,GPE,台灣
36379,CARDINAL,兩
36380,GPE,美國
36381,LANGUAGE,英文
36382,ORG,美國高中
36383,GPE,日本
36384,DATE,今年底
36385,DATE,半年
36386,GPE,台灣
36387,CARDINAL,3.0
36388,DATE,兩年
36389,DATE,第一年
36390,ORG,CUNY
36391,ORG,CUNY
36392,ORG,CUNY
36393,GPE,Hunter
36394,CARDINAL,4
36395,CARDINAL,3.5
36396,GPE,美國
36397,GPE,德國
36398,GPE,新加坡
36399,GPE,新加坡
36400,GPE,台灣
36401,GPE,香港
36402,GPE,台灣
36403,NORP,陸仔
36404,GPE,中國
36405,NORP,台灣
36406,ORG,Phd慕尼黑理工
36407,DATE,4年
36408,GPE,德國
36409,ORG,成大
36410,NORP,華人
36411,GPE,加拿大
36412,GPE,渥太華
36413,GPE,加拿大
36414,PERSON,西瓜卡
36415,DATE,七天
36416,GPE,維多利亞
36417,GPE,加拿大
36418,PERCENT,80%
36419,DATE,一天
36420,PERCENT,60%
36421,TIME,4-6小時
36422,DATE,一週
36423,TIME,4-6小時
36424,GPE,加州
36425,GPE,美國
36426,GPE,德國
36427,DATE,一年
36428,DATE,6個月
36429,ORG,WOORI
36430,LANGUAGE,英文
36431,GPE,加拿大
36432,GPE,加拿大
36433,CARDINAL,650
36434,CARDINAL,大約18萬左右
36435,DATE,6-12個月
36436,GPE,加拿大
36437,GPE,加拿大
36438,DATE,一年
36439,DATE,12個月
36440,NORP,台灣人
36441,LANGUAGE,英文
36442,DATE,六個月
36443,DATE,8個月
36444,GPE,加拿大
36445,NORP,中國人
36446,GPE,台灣
36447,GPE,美國
36448,GPE,美國
36449,GPE,加拿大
36450,GPE,加拿大
36451,GPE,加拿大
36452,PERSON,B32 
36453,GPE,Bremen
36454,DATE,2年
36455,ORG,雅各布大學
36456,NORP,台灣人
36457,GPE,日本
36458,CARDINAL,一
36459,DATE,18歲
36460,GPE,台灣
36461,CARDINAL,1000
36462,CARDINAL,30萬
36463,TIME,3個小時
36464,MONEY,一千塊
36465,LANGUAGE,德文
36466,GPE,德國
36467,GPE,加拿大
36468,GPE,溫哥華
36469,NORP,維多利亞人
36470,PERSON,B178
36471,LOC,東北
36472,ORDINAL,第一
36473,GPE,台肥哥
36474,GPE,台灣
36475,GPE,中國
36476,GPE,德國
36477,NORP,中國人
36478,GPE,上海
36479,PRODUCT,B8 
36480,DATE,今年九月
36481,GPE,台灣
36482,CARDINAL,4
36483,GPE,美國
36484,CARDINAL,一
36485,GPE,英國
36486,GPE,倫敦
36487,TIME,十二小時
36488,GPE,布魯塞爾
36489,DATE,兩個半月
36490,MONEY,105€
36491,TIME,早上
36492,TIME,下午
36493,GPE,荷蘭
36494,GPE,台灣
36495,NORP,台灣人
36496,NORP,台灣
36497,GPE,美國
36498,GPE,台灣
36499,GPE,美國
36500,ORG,托福
36501,CARDINAL,兩
36502,GPE,中國
36503,CARDINAL,330
36504,LANGUAGE,英文
36505,PERSON,阿哈哈 
36506,DATE,兩年
36507,DATE,兩個月
36508,PERSON,B33 
36509,GPE,德國荷蘭
36510,QUANTITY,半斤
36511,TIME,八小時
36512,TIME,八小時
36513,GPE,荷蘭
36514,GPE,德國
36515,GPE,英國
36516,ORG,No Service 
36517,TIME,八小時
36518,PERCENT,百分之90
36519,PERSON,B7 
36520,DATE,今年
36521,GPE,柏林
36522,GPE,荷蘭
36523,GPE,美國
36524,ORG,offer 
36525,GPE,台灣
36526,GPE,中華民國
36527,NORP,中華
36528,NORP,中國
36529,GPE,中華民國
36530,PERSON,B44 
36531,PERSON,B38
36532,DATE,一年
36533,DATE,四個月
36534,ORG,😂asu
36535,DATE,清
36536,NORP,台灣人
36537,GPE,台灣
36538,GPE,台灣
36539,GPE,美國
36540,GPE,美國
36541,GPE,台灣
36542,PERSON,B46 
36543,GPE,中國
36544,GPE,中華民國
36545,GPE,台灣
36546,ORG,中天
36547,NORP,中國人
36548,NORP,中國人
36549,NORP,中華民國人
36550,PERCENT,百分百
36551,GPE,美國
36552,GPE,美國
36553,GPE,台灣
36554,ORDINAL,第一
36555,GPE,中國
36556,GPE,中國
36557,GPE,中國
36558,ORG,解放軍
36559,GPE,台灣
36560,LOC,太平洋
36561,GPE,中國
36562,GPE,中國
36563,GPE,台灣
36564,GPE,中國
36565,GPE,中國
36566,LANGUAGE,英文
36567,LANGUAGE,德文
36568,PERSON,B31 
36569,NORP,德國人
36570,ORDINAL,第二
36571,LANGUAGE,英語
36572,GPE,德國
36573,DATE,三個月
36574,GPE,台灣
36575,CARDINAL,一
36576,DATE,去年
36577,MONEY,將近一萬
36578,GPE,泰國
36579,LANGUAGE,泰文
36580,PERSON,朱拉
36581,GPE,中國
36582,PRODUCT,B57
36583,PERSON,B58
36584,CARDINAL,200-300
36585,CARDINAL,200-300
36586,LANGUAGE,英文
36587,CARDINAL,一
36588,NORP,台灣
36589,PERSON,B11 
36590,GPE,中華民國
36591,NORP,中國人
36592,GPE,中國
36593,GPE,中華民國
36594,NORP,中國
36595,CARDINAL,兩
36596,NORP,日本
36597,GPE,台灣
36598,GPE,德國
36599,GPE,台灣
36600,GPE,中國
36601,GPE,中國
36602,NORP,大陸人
36603,GPE,中國大陸
36604,GPE,台灣
36605,GPE,台灣
36606,CARDINAL,426
36607,GPE,中國大陸
36608,NORP,台灣人
36609,ORG,共產黨
36610,GPE,中國
36611,DATE,一星期
36612,ORG,CSUF
36613,GPE,台灣
36614,GPE,中國
36615,GPE,大陸
36616,GPE,台灣
36617,FAC,上海火車站
36618,GPE,台灣
36619,GPE,上海
36620,NORP,華人
36621,GPE,中華人民共和國
36622,GPE,大陸
36623,GPE,大陸
36624,GPE,大陸
36625,GPE,大陸
36626,ORG,中共
36627,GPE,台灣
36628,NORP,台灣人
36629,DATE,一週
36630,GPE,中國
36631,DATE,今年九月
36632,GPE,美國
36633,ORDINAL,第一
36634,GPE,台灣
36635,GPE,台灣
36636,GPE,中華民國
36637,GPE,中華民國
36638,GPE,台灣
36639,GPE,台灣
36640,GPE,台灣
36641,GPE,美國
36642,GPE,中國
36643,DATE,六月
36644,GPE,墨爾本
36645,DATE,六個禮拜
36646,GPE,韓國
36647,CARDINAL,兩
36648,NORP,中國人
36649,CARDINAL,兩
36650,CARDINAL,1
36651,ORG,Master
36652,NORP,大陸人
36653,PERCENT,100%
36654,CARDINAL,4
36655,GPE,中華民國
36656,GPE,中華台北
36657,GPE,台灣
36658,GPE,中國
36659,NORP,強國人
36660,LANGUAGE,台語
36661,LANGUAGE,國語
36662,NORP,台灣人
36663,GPE,中國
36664,GPE,臺灣
36665,NORP,中國人
36666,GPE,台灣
36667,GPE,泰國
36668,NORP,台灣人
36669,NORP,台灣人
36670,GPE,日本
36671,ORG,好萊塢
36672,NORP,美國
36673,NORP,美國
36674,NORP,美國
36675,GPE,台灣
36676,GPE,中國
36677,ORG,中央民族學院
36678,GPE,美國
36679,GPE,香港
36680,GPE,新疆
36681,GPE,韓
36682,GPE,中國
36683,DATE,前二十
36684,GPE,西藏
36685,GPE,台灣
36686,GPE,中國
36687,GPE,美國
36688,GPE,中國
36689,GPE,西藏
36690,GPE,台灣
36691,ORG,解放軍
36692,GPE,日
36693,ORG,國軍
36694,GPE,俄羅斯
36695,GPE,中國
36696,LOC,南海
36697,GPE,日本南韓
36698,GPE,美
36699,GPE,台灣
36700,GPE,台灣
36701,GPE,台灣
36702,GPE,中國
36703,GPE,印度
36704,GPE,美國
36705,GPE,新疆
36706,GPE,越南
36707,GPE,中國
36708,GPE,美國
36709,GPE,中國
36710,GPE,美國
36711,ORG,國軍
36712,GPE,中國
36713,PRODUCT,維尼熊
36714,GPE,中國
36715,GPE,中國
36716,GPE,中國
36717,CARDINAL,十
36718,GPE,台灣
36719,GPE,台灣
36720,ORG,國民黨
36721,NORP,台灣人
36722,GPE,台灣
36723,GPE,中華民國
36724,NORP,台灣人
36725,ORG,國民黨
36726,GPE,中華民國
36727,GPE,中國
36728,GPE,台灣
36729,GPE,中國大陸
36730,NORP,台灣人
36731,GPE,台灣
36732,NORP,台灣人
36733,GPE,台灣
36734,GPE,中華民國
36735,NORP,台灣人
36736,GPE,台灣
36737,GPE,中國
36738,PERSON,蔣
36739,NORP,中華
36740,GPE,台灣
36741,ORG,B92
36742,PERSON,蔡英文
36743,ORG,共黨
36744,ORDINAL,第一
36745,PERSON,維尼
36746,GPE,北京
36747,NORP,台灣人
36748,DATE,隔年2-3月
36749,DATE,10月
36750,DATE,2020四月
36751,DATE,8月上旬
36752,DATE,2021年4月
36753,DATE,8-10月
36754,PERCENT,百分百
36755,GPE,台灣
36756,GPE,中國
36757,GPE,台灣
36758,ORG,台大
36759,NORP,大陸人
36760,GPE,台灣
36761,GPE,台灣
36762,GPE,中國
36763,DATE,20年
36764,GPE,台灣
36765,NORP,亞洲
36766,GPE,香港澳門
36767,ORG,中共
36768,CARDINAL,四
36769,GPE,香港澳門
36770,NORP,台灣
36771,PERSON,哈哈哈
36772,GPE,中
36773,NORP,華民
36774,DATE,一個月
36775,CARDINAL,五
36776,GPE,新加坡
36777,GPE,美國
36778,CARDINAL,兩
36779,LOC,東岸
36780,LOC,西岸
36781,LOC,亞太區
36782,GPE,臺灣
36783,DATE,這幾年
36784,GPE,臺
36785,GPE,美西
36786,DATE,兩年半
36787,CARDINAL,9.2
36788,GPE,台灣
36789,GPE,台灣
36790,NORP,台灣人
36791,ORG,共產黨
36792,ORG,中共
36793,GPE,台灣
36794,DATE,這一天
36795,DATE,一天
36796,CARDINAL,八九成
36797,ORG,Queen Mary
36798,ORG,Exeter
36799,NORP,大陸
36800,DATE,2019
36801,CARDINAL,1
36802,LOC,新竹樂山
36803,GPE,台灣
36804,DATE,4月
36805,ORDINAL,第二
36806,LOC,台灣海峽
36807,GPE,台灣
36808,NORP,台灣人
36809,DATE,兩天
36810,DATE,全年
36811,DATE,2個禮拜
36812,ORDINAL,第三
36813,ORDINAL,第一
36814,DATE,1949
36815,GPE,台灣
36816,DATE,11月
36817,ORDINAL,第二
36818,GPE,台灣
36819,NORP,美國人
36820,NORP,美國人
36821,NORP,美國人
36822,NORP,加拿大人
36823,ORG,FAA
36824,DATE,三週
36825,PERSON,B97
36826,EVENT,台灣戰爭
36827,ORG,中共
36828,GPE,美國
36829,GPE,美國
36830,ORG,台灣軍隊
36831,ORG,日本自衛隊
36832,GPE,俄羅斯
36833,LOC,朝鮮半島
36834,GPE,新疆
36835,ORG,美軍
36836,LOC,東南亞
36837,CARDINAL,20
36838,LOC,朝鮮半島
36839,GPE,台灣
36840,ORG,中科院
36841,LOC,兩岸
36842,GPE,台灣
36843,ORG,穆斯林
36844,GPE,印度
36845,GPE,韓國
36846,GPE,沖繩
36847,CARDINAL,兩
36848,GPE,印度
36849,ORDINAL,第一
36850,GPE,蒙古
36851,WORK_OF_ART,Google
36852,ORDINAL,第七
36853,GPE,台灣
36854,GPE,法國
36855,GPE,內蒙
36856,LOC,中亞
36857,DATE,當年
36858,GPE,蒙古
36859,GPE,美國
36860,PRODUCT,F15
36861,GPE,中國
36862,ORG,中共
36863,LOC,南海
36864,GPE,中國
36865,GPE,北韓
36866,LOC,台灣海峽
36867,GPE,西藏
36868,ORG,西藏流亡政府
36869,CARDINAL,32
36870,ORG,中共
36871,GPE,中國
36872,NORP,台灣人
36873,GPE,台灣
36874,GPE,中國
36875,NORP,台灣人
36876,CARDINAL,一
36877,GPE,台灣
36878,DATE,2017年
36879,DATE,明年春季
36880,ORG,國軍
36881,NORP,台灣
36882,GPE,廈門
36883,GPE,台灣
36884,GPE,大陸
36885,GPE,台灣
36886,ORG,廈大
36887,NORP,台灣
36888,CARDINAL,明年（2020
36889,GPE,港澳
36890,ORG,廈門大學
36891,GPE,英國
36892,GPE,澳洲
36893,GPE,台灣
36894,GPE,台灣
36895,CARDINAL,38
36896,GPE,台灣
36897,NORP,中國人
36898,CARDINAL,一
36899,GPE,美國
36900,DATE,一年
36901,GPE,香港
36902,ORDINAL,第二
36903,GPE,台灣
36904,GPE,加州矽谷
36905,ORG,中共
36906,PRODUCT,B120
36907,NORP,日本
36908,ORG,中共
36909,GPE,加拿大
36910,GPE,台灣
36911,GPE,中國
36912,GPE,德國
36913,GPE,台灣
36914,GPE,台灣
36915,GPE,中國
36916,DATE,6個月
36917,CARDINAL,15
36918,LOC,西岸
36919,GPE,加州
36920,GPE,臺灣
36921,PERSON,Purdue
36922,CARDINAL,18
36923,GPE,臺灣
36924,GPE,臺灣
36925,DATE,下星期三
36926,NORP,中國人
36927,GPE,紐約
36928,FAC,法拉盛
36929,GPE,澳洲
36930,GPE,溫哥華
36931,CARDINAL,29
36932,ORG,華聖頓州立
36933,CARDINAL,24
36934,CARDINAL,27
36935,CARDINAL,23 B25
36936,CARDINAL,28
36937,DATE,一年
36938,CARDINAL,26
36939,DATE,30 天
36940,PERSON,B19
36941,GPE,澳洲
36942,GPE,雪梨
36943,GPE,臺灣
36944,DATE,一年以內
36945,ORDINAL,第一
36946,ORDINAL,第二
36947,ORDINAL,第三
36948,DATE,20歲
36949,DATE,3個月
36950,DATE,4個月
36951,DATE,2-3年
36952,DATE,兩年
36953,DATE,今年
36954,QUANTITY,30公分
36955,GPE,墨爾本
36956,DATE,兩年
36957,CARDINAL,7.5
36958,LANGUAGE,英文
36959,LANGUAGE,英文
36960,LANGUAGE,英文
36961,ORG,CNN
36962,CARDINAL,500
36963,GPE,中華民國
36964,GPE,台灣
36965,GPE,中國
36966,GPE,馬來西亞
36967,LANGUAGE,中文
36968,GPE,台灣
36969,GPE,美國
36970,LOC,紐澳
36971,GPE,美國
36972,LOC,紐澳
36973,CARDINAL,7.0
36974,GPE,台灣
36975,CARDINAL,四
36976,GPE,大陸
36977,GPE,中國
36978,GPE,中華民國
36979,GPE,中國
36980,GPE,台灣
36981,GPE,大陸
36982,GPE,台灣
36983,GPE,中國
36984,GPE,中國
36985,GPE,中華人民共和國
36986,DATE,後天
36987,ORG,清大
36988,GPE,美國
36989,GPE,台灣
36990,GPE,台灣
36991,GPE,中國
36992,GPE,台灣
36993,GPE,中國
36994,GPE,美國
36995,CARDINAL,兩
36996,GPE,台灣軍
36997,ORG,中共
36998,CARDINAL,7700
36999,GPE,台灣
37000,NORP,台灣
37001,ORDINAL,第二
37002,ORG,中共
37003,ORG,中共
37004,ORG,台灣國軍
37005,NORP,中國人
37006,NORP,台灣人
37007,GPE,台灣
37008,NORP,韓國人
37009,CARDINAL,三
37010,CARDINAL,27
37011,ORDINAL,第一
37012,TIME,早上
37013,LANGUAGE,英文
37014,LANGUAGE,英文
37015,ORG,CNN
37016,ORG,谷歌
37017,CARDINAL,137
37018,CARDINAL,138
37019,DATE,兩年
37020,LANGUAGE,英文
37021,CARDINAL,兩
37022,CARDINAL,515
37023,CARDINAL,一半
37024,GPE,中華民國
37025,PRODUCT,B143
37026,LANGUAGE,俄文
37027,LANGUAGE,俄文
37028,GPE,獨聯體
37029,CARDINAL,兩
37030,GPE,土耳其
37031,GPE,中國
37032,GPE,中國
37033,GPE,台灣
37034,GPE,台灣
37035,GPE,德國
37036,NORP,德國人
37037,GPE,中國
37038,NORP,中國
37039,DATE,今天
37040,GPE,溫哥華
37041,ORG,UBC
37042,GPE,加拿大
37043,ORG,UCdavis 
37044,GPE,台灣
37045,GPE,台灣
37046,GPE,中華民國
37047,ORG,國軍
37048,DATE,前幾天
37049,GPE,台灣
37050,ORG,台大
37051,PERSON,唐鳳
37052,PERSON,比爾蓋茲
37053,ORG,台大
37054,GPE,台灣
37055,NORP,美國人
37056,ORG,Uber
37057,GPE,台灣
37058,GPE,中國
37059,DATE,2018年
37060,GPE,愛丁堡
37061,GPE,愛丁堡
37062,DATE,四月底
37063,ORG,Imperial
37064,DATE,今年農曆年前
37065,ORG,曼大
37066,ORG,曼大
37067,GPE,愛丁堡
37068,GPE,台灣
37069,GPE,大陸
37070,GPE,台灣
37071,GPE,大陸
37072,GPE,溫哥華ILSC
37073,GPE,台灣
37074,GPE,中華民國
37075,CARDINAL,1/3
37076,GPE,台灣
37077,NORP,台灣人
37078,GPE,台灣
37079,GPE,中國
37080,GPE,台灣
37081,GPE,台灣
37082,GPE,台灣
37083,LOC,西亞
37084,ORG,中共
37085,GPE,中華民國
37086,GPE,中國
37087,EVENT,二戰
37088,GPE,台灣
37089,CARDINAL,一
37090,GPE,德國
37091,PERSON,B162
37092,CARDINAL,兩
37093,LOC,東亞
37094,GPE,台灣
37095,GPE,中華民國
37096,GPE,中國
37097,GPE,台灣
37098,ORG,共產黨
37099,GPE,中華民國
37100,PERSON,薄熙來
37101,PERSON,江澤民
37102,GPE,台灣
37103,GPE,中國
37104,EVENT,台灣戰爭
37105,NORP,大陸
37106,GPE,蘇聯
37107,CARDINAL,兩
37108,NORP,韓國人
37109,ORG,TU/e
37110,NORP,臺灣人
37111,ORG,Delft
37112,GPE,荷蘭
37113,ORG,ASML
37114,CARDINAL,兩
37115,DATE,一兩年
37116,ORG,TU Delft
37117,GPE,中國
37118,GPE,中國
37119,GPE,美國
37120,ORDINAL,第一
37121,GPE,韓
37122,GPE,台灣
37123,GPE,中國
37124,GPE,美國
37125,GPE,中國
37126,GPE, then Manchester
37127,GPE,Imperial
37128,GPE,英國
37129,GPE,倫敦
37130,ORDINAL,第二
37131,ORDINAL,第一
37132,GPE,支那
